"Year","Month","Nationality","State","Students","Share","Growth"
"2007","Dec","Trinidad and Tobago","VIC","5","0","150"
"2007","Dec","Denmark","VIC","114","0","20"
"2011","Dec","Bangladesh","ACT","143","1","15"
"2011","Dec","Namibia","ACT","4","0",""
"2011","Dec","Fiji","ACT","18","0","-5"
"2011","Dec","Bolivia","TAS","4","0","0"
"2011","Dec","Brunei Darussalam","ACT","7","0","17"
"2011","Dec","Estonia","ACT","4","0","0"
"2018","Dec","Cuba","WA","4","0","-50"
"2018","Dec","Yemen","WA","4","0","-50"
"2018","Dec","Malawi","WA","27","0","-10"
"2008","Dec","Barbados","QLD","4","0","-50"
"2008","Dec","South Africa","QLD","156","0","9"
"2008","Dec","Pakistan","QLD","248","0","27"
"2008","Dec","Nepal","QLD","856","1","122"
"2008","Dec","French Polynesia","QLD","4","0","-71"
"2008","Dec","Trinidad and Tobago","QLD","6","0","100"
"2008","Dec","Azerbaijan","QLD","4","0","0"
"2008","Dec","Afghanistan","QLD","4","0",""
"2008","Dec","Bangladesh","NT","8","1","33"
"2008","Dec","Indonesia","QLD","683","1","-2"
"2008","Dec","Netherlands","QLD","130","0","33"
"2008","Dec","Germany","QLD","2010","3","13"
"2008","Dec","Gaza Strip and West Bank","QLD","4","0","-67"
"2008","Dec","Spain","NT","4","1","300"
"2008","Dec","Peru","QLD","294","0","47"
"2008","Dec","Mozambique","QLD","5","0","-29"
"2008","Dec","Morocco","QLD","4","0","0"
"2008","Dec","Turkey","QLD","204","0","27"
"2008","Dec","Sri Lanka","QLD","503","1","28"
"2008","Dec","Zambia","QLD","25","0","-17"
"2008","Dec","Hungary","QLD","257","0","49"
"2008","Dec","North Macedonia","QLD","4","0","200"
"2008","Dec","Denmark","QLD","133","0","21"
"2006","Dec","Croatia","QLD","7","0","0"
"2017","Dec","Kosovo","NSW","4","0","100"
"2017","Dec","Philippines","NSW","3755","2","-2"
"2018","Dec","Kuwait","WA","90","0","-31"
"2018","Dec","Serbia","WA","13","0","18"
"2013","Dec","Zambia","ACT","4","0","0"
"2008","Dec","Russian Federation","QLD","139","0","30"
"2008","Dec","Cyprus","QLD","6","0","50"
"2008","Dec","Croatia","QLD","4","0","0"
"2008","Dec","Argentina","NT","4","0",""
"2008","Dec","Ireland","QLD","63","0","24"
"2008","Dec","Tanzania","NT","4","0","0"
"2015","Dec","Bosnia and Herzegovina","VIC","21","0","40"
"2015","Dec","Austria","VIC","86","0","-9"
"2015","Dec","Cyprus","VIC","31","0","-9"
"2015","Dec","Uruguay","VIC","5","0","25"
"2015","Dec","Brunei Darussalam","VIC","116","0","9"
"2014","Dec","Indonesia","VIC","4366","3","-1"
"2014","Dec","Estonia","VIC","31","0","19"
"2014","Dec","Qatar","QLD","11","0","0"
"2014","Dec","Iran","VIC","890","1","4"
"2002","Dec","Indonesia","TAS","21","1",""
"2002","Dec","Other","NT","4","0",""
"2002","Dec","Zambia","TAS","4","0",""
"2002","Dec","Russian Federation","SA","20","0",""
"2011","Dec","Gaza Strip and West Bank","WA","4","0","200"
"2011","Dec","Qatar","NSW","7","0","0"
"2011","Dec","Pakistan","WA","699","2","15"
"2011","Dec","Malaysia","WA","3691","10","-4"
"2011","Dec","Zambia","NSW","37","0","9"
"2011","Dec","Uruguay","WA","4","0","0"
"2011","Dec","Oman","WA","93","0","4"
"2011","Dec","Turkey","WA","105","0","-16"
"2015","Dec","Cyprus","QLD","5","0","-17"
"2015","Dec","Gaza Strip and West Bank","VIC","7","0","-13"
"2015","Dec","Croatia","QLD","10","0","-23"
"2015","Dec","Kosovo","QLD","4","0","0"
"2015","Dec","Pakistan","VIC","4864","3","6"
"2015","Dec","Afghanistan","VIC","12","0","-37"
"2014","Dec","Gaza Strip and West Bank","VIC","8","0","-20"
"2014","Dec","Croatia","QLD","13","0","30"
"2014","Dec","Slovenia","QLD","57","0","-12"
"2014","Dec","Argentina","VIC","63","0","29"
"2014","Dec","Zambia","QLD","32","0","7"
"2014","Dec","Hungary","QLD","161","0","-4"
"2014","Dec","Philippines","QLD","998","1","24"
"2014","Dec","Philippines","VIC","1780","1","19"
"2006","Dec","Belarus","ACT","4","0","100"
"2006","Dec","Other","ACT","4","0","0"
"2006","Dec","Malaysia","ACT","318","6","13"
"2017","Dec","Russian Federation","NT","4","0","0"
"2017","Dec","South Africa","NT","4","0","-33"
"2011","Dec","Bangladesh","WA","166","0","-4"
"2011","Dec","Yemen","WA","6","0","0"
"2015","Dec","South Africa","VIC","117","0","18"
"2015","Dec","Pakistan","QLD","760","1","17"
"2015","Dec","Qatar","VIC","7","0","17"
"2015","Dec","El Salvador","VIC","7","0","-30"
"2015","Dec","Kosovo","VIC","4","0","-33"
"2015","Dec","Nepal","QLD","1574","2","-8"
"2015","Dec","Austria","QLD","133","0","21"
"2015","Dec","Belarus","VIC","6","0","-33"
"2015","Dec","India","VIC","23876","15","12"
"2015","Dec","Ecuador","VIC","301","0","-10"
"2015","Dec","Turkey","VIC","409","0","3"
"2015","Dec","Congo, Democratic Republic of","VIC","5","0","67"
"2015","Dec","Hungary","QLD","177","0","10"
"2015","Dec","Trinidad and Tobago","VIC","4","0","33"
"2017","Dec","Chile","NT","4","0","200"
"2015","Dec","East Timor","QLD","19","0","19"
"2015","Dec","Croatia","VIC","25","0","4"
"2015","Dec","Madagascar","QLD","4","0","0"
"2015","Dec","Korea, Democratic People's Republic of (North)","QLD","4","0","100"
"2015","Dec","Latvia","QLD","13","0","0"
"2015","Dec","Tunisia","VIC","6","0","20"
"2015","Dec","Mexico","QLD","384","0","24"
"2015","Dec","Luxembourg","QLD","7","0","0"
"2015","Dec","Sierra Leone","QLD","4","0","0"
"2014","Dec","Tajikistan","QLD","4","0",""
"2014","Dec","Gambia","QLD","4","0","0"
"2006","Dec","Bahrain","ACT","4","0",""
"2006","Dec","Saudi Arabia","ACT","17","0","89"
"2006","Dec","Guatemala","ACT","4","0",""
"2011","Dec","Vanuatu","NSW","12","0","-25"
"2011","Dec","Philippines","NSW","2358","2","16"
"2011","Dec","Denmark","WA","60","0","-9"
"2011","Dec","Norway","WA","271","1","-4"
"2011","Dec","Singapore","WA","2062","6","2"
"2011","Dec","Spain","NSW","943","1","20"
"2011","Dec","Dominica","NSW","4","0","0"
"2011","Dec","Croatia","WA","13","0","160"
"2015","Dec","Japan","QLD","3196","4","7"
"2015","Dec","Honduras","QLD","4","0",""
"2015","Dec","Costa Rica","QLD","12","0","0"
"2015","Dec","Congo, Republic of","QLD","4","0","0"
"2015","Dec","Bahamas","QLD","4","0","0"
"2015","Dec","Singapore","VIC","2635","2","0"
"2015","Dec","Azerbaijan","VIC","24","0","60"
"2015","Dec","Hungary","VIC","83","0","24"
"2015","Dec","Estonia","QLD","64","0","-2"
"2015","Dec","Iceland","QLD","18","0","-10"
"2011","Dec","Kiribati","NSW","4","0","0"
"2011","Dec","Guatemala","WA","4","0","-67"
"2011","Dec","Iraq","NSW","74","0","10"
"2011","Dec","Israel","WA","19","0","27"
"2011","Dec","Zaire","WA","4","0","0"
"2011","Dec","Thailand","WA","704","2","-14"
"2011","Dec","Tonga","NSW","19","0","6"
"2011","Dec","Myanmar","WA","221","1","-18"
"2011","Dec","Brunei Darussalam","NSW","89","0","2"
"2011","Dec","Zimbabwe","NSW","148","0","-29"
"2006","Dec","Hungary","ACT","4","0","0"
"2006","Dec","Peru","ACT","5","0","-17"
"2017","Dec","India","NT","298","13","8"
"2017","Dec","Tanzania","NT","4","0","0"
"2014","Dec","Belize","QLD","4","0",""
"2014","Dec","Ukraine","VIC","50","0","28"
"2017","Dec","Singapore","NT","4","0","0"
"2017","Dec","Thailand","NT","37","2","-29"
"2002","Dec","France","SA","102","1",""
"2002","Dec","Iran","SA","24","0",""
"2002","Dec","Laos","SA","10","0",""
"2002","Dec","Ukraine","SA","4","0",""
"2002","Dec","Philippines","SA","47","0",""
"2002","Dec","United Kingdom (Other)","SA","27","0",""
"2002","Dec","Papua New Guinea","SA","4","0",""
"2015","Dec","Dominican Republic","VIC","4","0","50"
"2015","Dec","Lithuania","QLD","32","0","28"
"2015","Dec","Israel","QLD","39","0","8"
"2015","Dec","Monaco","QLD","4","0",""
"2015","Dec","Serbia","VIC","49","0","2"
"2015","Dec","Kenya","VIC","374","0","12"
"2015","Dec","Barbados","QLD","4","0","-50"
"2015","Dec","Guatemala","QLD","8","0","33"
"2012","Dec","Norway","NSW","612","0","-6"
"2014","Dec","Hong Kong","VIC","2888","2","15"
"2014","Dec","Kiribati","VIC","4","0","0"
"2014","Dec","Laos","VIC","58","0","5"
"2014","Dec","Other","VIC","22","0","-21"
"2014","Dec","Paraguay","VIC","6","0","500"
"2014","Dec","Finland","VIC","72","0","22"
"2014","Dec","Kuwait","QLD","351","0","12"
"2014","Dec","Mongolia","VIC","42","0","27"
"2014","Dec","Andorra","QLD","4","0",""
"2014","Dec","Macau","VIC","166","0","8"
"2006","Dec","Vanuatu","ACT","4","0","0"
"2006","Dec","Oman","ACT","5","0","25"
"2006","Dec","Kenya","ACT","24","0","0"
"2011","Dec","Angola","NSW","6","0","20"
"2011","Dec","Guyana","NSW","4","0","-50"
"2011","Dec","France","NSW","1475","1","-2"
"2011","Dec","India","WA","3472","10","-27"
"2011","Dec","Moldova","NSW","4","0","-25"
"2011","Dec","Mongolia","NSW","195","0","6"
"2011","Dec","Hong Kong","NSW","3102","2","-2"
"2011","Dec","Ecuador","WA","7","0","0"
"2015","Dec","Iceland","VIC","7","0","0"
"2015","Dec","Denmark","QLD","237","0","3"
"2015","Dec","Kuwait","VIC","403","0","-3"
"2015","Dec","Thailand","QLD","1604","2","-1"
"2011","Dec","Maldives","WA","32","0","-18"
"2011","Dec","Serbia","WA","12","0","-8"
"2015","Dec","Lesotho","QLD","4","0","50"
"2015","Dec","Samoa ","VIC","4","0","-50"
"2015","Dec","Costa Rica","VIC","4","0","200"
"2015","Dec","Azerbaijan","QLD","10","0","11"
"2015","Dec","Afghanistan","QLD","4","0","33"
"2015","Dec","Bulgaria","QLD","43","0","-9"
"2015","Dec","Bangladesh","VIC","1134","1","7"
"2015","Dec","Maldives","VIC","54","0","32"
"2015","Dec","Oman","VIC","276","0","27"
"2015","Dec","Algeria","QLD","4","0",""
"2015","Dec","Czech Republic","QLD","288","0","10"
"2015","Dec","Tanzania","VIC","26","0","-16"
"2015","Dec","North Macedonia","QLD","7","0","-36"
"2002","Dec","Sudan","TAS","4","0",""
"2011","Dec","Taiwan","NSW","1460","1","-10"
"2011","Dec","Russian Federation","NSW","625","0","3"
"2011","Dec","Paraguay","NSW","4","0","-50"
"2011","Dec","El Salvador","NSW","7","0","-42"
"2011","Dec","British Indian Ocean Territory","NSW","4","0",""
"2011","Dec","Indonesia","NSW","6192","4","-1"
"2011","Dec","Mexico","WA","33","0","10"
"2011","Dec","Egypt","NSW","558","0","-36"
"2011","Dec","Canada","WA","309","1","-1"
"2011","Dec","French Polynesia","NSW","4","0","100"
"2017","Dec","Germany","NT","14","1","8"
"2011","Dec","Tajikistan","NSW","4","0","0"
"2011","Dec","Cameroon","NSW","4","0","-25"
"2011","Dec","Portugal","WA","83","0","4"
"2011","Dec","Italy","WA","234","1","5"
"2011","Dec","Bahrain","WA","11","0","-35"
"2011","Dec","Samoa ","NSW","4","0","-25"
"2012","Dec","Nigeria","NSW","135","0","29"
"2017","Dec","East Timor","NT","21","1","-19"
"2017","Dec","Honduras","NT","4","0","0"
"2017","Dec","Japan","NT","12","1","-8"
"2015","Dec","Libya","QLD","15","0","-64"
"2015","Dec","Canada","QLD","1581","2","-6"
"2015","Dec","Venezuela","QLD","252","0","24"
"2015","Dec","Sweden","VIC","332","0","2"
"2015","Dec","United Kingdom (Other)","QLD","4","0","0"
"2015","Dec","Vietnam","VIC","9578","6","-3"
"2015","Dec","Tuvalu","QLD","4","0",""
"2015","Dec","Chad","QLD","4","0",""
"2015","Dec","Armenia","QLD","4","0","0"
"2015","Dec","Burundi","VIC","4","0","0"
"2015","Dec","Jamaica","VIC","4","0","0"
"2015","Dec","Colombia","QLD","2565","3","8"
"2015","Dec","Mexico","VIC","661","0","22"
"2015","Dec","Switzerland","VIC","99","0","10"
"2015","Dec","Maldives","QLD","14","0","-13"
"2015","Dec","San Marino","QLD","4","0","0"
"2015","Dec","Seychelles","VIC","7","0","-22"
"2015","Dec","Mauritius","VIC","822","1","5"
"2015","Dec","Albania","VIC","38","0","15"
"2002","Dec","Italy","TAS","6","0",""
"2002","Dec","Mongolia","SA","4","0",""
"2002","Dec","Venezuela","SA","9","0",""
"2011","Dec","Kenya","WA","635","2","-14"
"2011","Dec","United Arab Emirates","NSW","116","0","2"
"2011","Dec","San Marino","NSW","4","0",""
"2011","Dec","Armenia","NSW","4","0","0"
"2011","Dec","Dominican Republic","NSW","4","0","-67"
"2017","Dec","Latvia","NT","4","0","0"
"2014","Dec","Ireland","VIC","160","0","-2"
"2014","Dec","Nauru","QLD","6","0","500"
"2014","Dec","Lithuania","QLD","25","0","150"
"2002","Dec","United Kingdom (Other)","NT","4","0",""
"2011","Dec","Oman","NSW","75","0","10"
"2011","Dec","Philippines","WA","268","1","9"
"2011","Dec","Laos","WA","8","0","14"
"2011","Dec","Costa Rica","NSW","6","0","-40"
"2011","Dec","Moldova","WA","4","0","0"
"2011","Dec","Iran","WA","254","1","11"
"2011","Dec","Ghana","WA","27","0","-21"
"2011","Dec","Zimbabwe","WA","394","1","-25"
"2011","Dec","Czech Republic","NSW","1028","1","-17"
"2011","Dec","Finland","WA","20","0","-5"
"2015","Dec","Moldova","VIC","4","0","0"
"2015","Dec","Namibia","VIC","4","0","200"
"2015","Dec","Zimbabwe","VIC","187","0","3"
"2015","Dec","Liberia","QLD","4","0","-33"
"2015","Dec","Georgia","VIC","4","0","50"
"2015","Dec","Egypt","VIC","72","0","11"
"2015","Dec","Finland","QLD","86","0","-7"
"2006","Dec","Zimbabwe","ACT","11","0","10"
"2006","Dec","Israel","ACT","6","0","-25"
"2006","Dec","France","ACT","48","1","4"
"2011","Dec","Singapore","NSW","1488","1","-5"
"2011","Dec","El Salvador","WA","16","0","-20"
"2011","Dec","Somalia","WA","4","0","0"
"2011","Dec","Barbados","NSW","4","0","-80"
"2011","Dec","Korea, Democratic People's Republic of (North)","NSW","12","0","-8"
"2011","Dec","Slovenia","WA","4","0","-20"
"2011","Dec","Palau","NSW","4","0",""
"2015","Dec","Rwanda","QLD","4","0","100"
"2015","Dec","Portugal","QLD","204","0","10"
"2015","Dec","Netherlands","QLD","142","0","-1"
"2015","Dec","Vanuatu","QLD","8","0","-27"
"2006","Dec","United Arab Emirates","ACT","4","0","-40"
"2006","Dec","South Africa","ACT","12","0","20"
"2017","Dec","Uganda","NT","4","0",""
"2014","Dec","Albania","VIC","33","0","32"
"2014","Dec","Nicaragua","QLD","4","0","0"
"2014","Dec","Iceland","VIC","7","0","0"
"2006","Dec","Kyrgyzstan","ACT","4","0","-50"
"2006","Dec","Myanmar","ACT","18","0","-25"
"2017","Dec","Sweden","NT","5","0","0"
"2017","Dec","Belgium","NT","6","0","20"
"2017","Dec","Kazakhstan","NT","4","0","0"
"2011","Dec","Ghana","NSW","24","0","41"
"2011","Dec","Montenegro","WA","4","0","0"
"2011","Dec","Nigeria","NSW","105","0","-1"
"2011","Dec","Honduras","WA","4","0",""
"2011","Dec","Colombia","WA","532","1","-8"
"2011","Dec","Japan","WA","585","2","-15"
"2015","Dec","Brazil","QLD","5076","6","17"
"2015","Dec","Cote d'Ivoire","VIC","4","0","0"
"2015","Dec","United Kingdom (Other)","VIC","4","0",""
"2015","Dec","United Arab Emirates","VIC","124","0","-23"
"2015","Dec","Vietnam","QLD","1977","2","-5"
"2015","Dec","Kiribati","VIC","4","0","0"
"2015","Dec","Luxembourg","VIC","5","0","0"
"2015","Dec","Cameroon","VIC","4","0","-25"
"2015","Dec","Papua New Guinea","QLD","1125","1","10"
"2015","Dec","Tajikistan","VIC","4","0","-50"
"2015","Dec","Sweden","QLD","540","1","-1"
"2015","Dec","Eritrea","QLD","4","0","0"
"2015","Dec","Ghana","QLD","53","0","13"
"2015","Dec","Switzerland","QLD","573","1","18"
"2015","Dec","Venezuela","VIC","286","0","8"
"2015","Dec","Taiwan","QLD","3078","4","20"
"2015","Dec","Colombia","VIC","3180","2","15"
"2015","Dec","Libya","VIC","36","0","-50"
"2014","Dec","Kenya","VIC","335","0","14"
"2014","Dec","Solomon Islands","VIC","9","0","29"
"2014","Dec","Djibouti","VIC","4","0","100"
"2006","Dec","Singapore","ACT","248","4","-4"
"2006","Dec","Tajikistan","ACT","4","0","-50"
"2006","Dec","Norway","ACT","27","0","50"
"2006","Dec","Philippines","ACT","22","0","-21"
"2006","Dec","Laos","ACT","8","0","-38"
"2006","Dec","Iran","ACT","25","0","-4"
"2011","Dec","Vietnam","NSW","5799","4","-6"
"2011","Dec","Brazil","NSW","5255","3","-4"
"2011","Dec","Cote d'Ivoire","WA","4","0",""
"2011","Dec","East Timor","NSW","13","0","-28"
"2011","Dec","Burundi","NSW","4","0","0"
"2011","Dec","Reunion","NSW","4","0",""
"2011","Dec","United Arab Emirates","WA","39","0","-28"
"2011","Dec","Jamaica","NSW","4","0","-40"
"2015","Dec","Nicaragua","VIC","4","0","-33"
"2017","Dec","Portugal","NT","4","0","50"
"2017","Dec","Italy","NT","19","1","73"
"2011","Dec","Ukraine","QLD","33","0","-8"
"2011","Dec","Ethiopia","QLD","4","0","-20"
"2011","Dec","Congo, Democratic Republic of","QLD","4","0",""
"2011","Dec","Albania","QLD","4","0","50"
"2011","Dec","Denmark","VIC","190","0","12"
"2015","Dec","France","NAT","4","3","-50"
"2015","Dec","East Timor","NSW","4","0","-79"
"2015","Dec","Burundi","NSW","4","0",""
"2015","Dec","Hong Kong","NAT","4","2","-75"
"2015","Dec","Reunion","NSW","4","0","0"
"2015","Dec","Jamaica","NSW","4","0","0"
"2013","Dec","Malaysia","NT","18","1","-18"
"2015","Dec","Ethiopia","NSW","12","0","-20"
"2015","Dec","Estonia","NAT","4","2","-33"
"2013","Dec","Denmark","NT","4","0","-50"
"2013","Dec","United Kingdom","NT","14","1","-13"
"2014","Dec","Jordan","WA","18","0","-25"
"2006","Dec","Israel","SA","7","0","-42"
"2007","Dec","Colombia","WA","229","1","152"
"2007","Dec","Yemen","WA","4","0","0"
"2007","Dec","Japan","WA","1274","4","-14"
"2011","Dec","Afghanistan","VIC","26","0","-19"
"2011","Dec","Jamaica","QLD","4","0","-25"
"2011","Dec","Myanmar","VIC","145","0","0"
"2011","Dec","Romania","QLD","13","0","-32"
"2011","Dec","Azerbaijan","VIC","4","0","0"
"2011","Dec","Austria","QLD","124","0","-11"
"2011","Dec","Argentina","QLD","34","0","-24"
"2011","Dec","Belarus","VIC","6","0","20"
"2011","Dec","United Arab Emirates","VIC","472","0","-15"
"2018","Dec","Yemen","VIC","12","0","20"
"2018","Dec","Philippines","VIC","3008","1","28"
"2018","Dec","Albania","VIC","53","0","18"
"2015","Dec","Slovakia","NAT","5","5","-71"
"2008","Dec","Belarus","NSW","4","0","-60"
"2008","Dec","Sri Lanka","NSW","691","0","2"
"2008","Dec","Croatia","NSW","17","0","-6"
"2008","Dec","Cyprus","NSW","6","0","-45"
"2008","Dec","Ireland","NSW","138","0","5"
"2015","Dec","Vietnam","NSW","7187","4","1"
"2015","Dec","Madagascar","NSW","4","0","0"
"2015","Dec","Brazil","NSW","7672","4","19"
"2008","Dec","Czech Republic","NSW","1366","1","-8"
"2008","Dec","Armenia","NSW","8","0","14"
"2008","Dec","North Macedonia","NSW","87","0","19"
"2008","Dec","Denmark","NSW","198","0","8"
"2008","Dec","Puerto Rico","NSW","4","0","-50"
"2007","Dec","Jordan","WA","27","0","13"
"2007","Dec","Madagascar","WA","4","0","0"
"2011","Dec","Switzerland","QLD","512","1","-5"
"2011","Dec","Venezuela","VIC","227","0","14"
"2011","Dec","Ecuador","QLD","64","0","-7"
"2011","Dec","Mexico","QLD","273","0","-24"
"2011","Dec","Taiwan","QLD","2546","4","-11"
"2011","Dec","Morocco","VIC","7","0","133"
"2011","Dec","Bolivia","VIC","4","0","-50"
"2011","Dec","Colombia","VIC","1684","1","-7"
"2011","Dec","Libya","VIC","184","0","28"
"2011","Dec","Pakistan","VIC","2985","2","9"
"2018","Dec","Pakistan","VIC","5217","2","8"
"2018","Dec","Syria","QLD","4","0","-33"
"2018","Dec","Sierra Leone","VIC","4","0","0"
"2013","Dec","United States of America","NT","11","1","-15"
"2013","Dec","Vietnam","NT","71","5","13"
"2013","Dec","Nigeria","NT","22","2","47"
"2008","Dec","Nepal","NSW","9880","6","69"
"2008","Dec","South Africa","NSW","163","0","0"
"2008","Dec","Benin","NSW","4","0","0"
"2008","Dec","Azerbaijan","NSW","5","0","150"
"2008","Dec","China","NSW","43841","26","14"
"2006","Dec","Jordan","SA","10","0","43"
"2006","Dec","Vietnam","NT","7","2","40"
"2006","Dec","Madagascar","SA","4","0","0"
"2006","Dec","Cambodia","NT","4","0","100"
"2017","Dec","Slovakia","SA","6","0","-25"
"2017","Dec","India","SA","3262","11","11"
"2018","Dec","Nigeria","VIC","409","0","10"
"2018","Dec","Kosovo","VIC","4","0","-50"
"2018","Dec","Austria","QLD","159","0","5"
"2018","Dec","Belarus","VIC","7","0","250"
"2018","Dec","Cameroon","QLD","6","0","0"
"2018","Dec","Tonga","VIC","6","0","20"
"2018","Dec","Slovakia","QLD","98","0","7"
"2018","Dec","Estonia","VIC","66","0","35"
